Average size,Src Port,Dst Port,Protocol,Time,Category
84,64740,5355,0,2.0,Network
64,64740,5355,0,0.0,Network
64,62736,5355,0,0.0,Network
84,62736,5355,0,0.0,Network
64,63312,5355,0,0.0,Network
84,63312,5355,0,4.5,Network
92,137,137,0,3.0,System
64,52142,5355,0,7.0,Network
64,65378,5355,0,0.5,Network
64,60564,5355,0,0.5,Network
84,60564,5355,0,13.5,Network
84,53445,5355,0,0.5,Network
64,53445,5355,0,0.0,Network
84,64202,5355,0,0.0,Network
64,64202,5355,0,0.0,Network
84,58483,5355,0,23.5,Network
64,58483,5355,0,0.0,Network
64,54891,5355,0,2.0,Network
64,59591,5355,0,0.0,Network
84,59814,5355,0,0.5,Network
64,59814,5355,0,0.0,Network
64,54129,5355,0,0.0,Network
84,54129,5355,0,18.5,Network
64,53427,5355,0,0.0,Network
64,53947,5355,0,21.5,Network
167,57322,1900,0,64.75,System
152,546,547,0,26.86,Network
64,57909,5355,0,4.0,Network
64,57239,5355,0,0.0,Network
64,63436,5355,0,5.0,Network
64,63059,5355,0,0.0,Network
64,54475,5355,0,0.5,Network
84,54475,5355,0,43.0,Network
84,58073,5355,0,0.0,Network
64,58073,5355,0,0.0,Network
84,55162,5355,0,45.0,Network
64,55162,5355,0,0.0,Network
84,49915,5355,0,0.0,Network
84,50232,5355,0,0.0,Network
64,49915,5355,0,0.0,Network
84,51296,5355,0,0.5,Network
64,50232,5355,0,0.0,Network
64,51296,5355,0,0.0,Network
64,60915,5355,0,0.5,Network
84,60915,5355,0,0.0,Network
64,50812,5355,0,0.0,Network
84,50812,5355,0,27.0,Network
84,63719,5355,0,0.0,Network
64,63719,5355,0,0.5,Network
84,59314,5355,0,43.0,Network
64,59314,5355,0,0.0,Network
64,54059,5355,0,0.0,Network
84,54059,5355,0,49.5,Network
84,55690,5355,0,0.5,Network
64,55690,5355,0,0.5,Network
84,50197,5355,0,1.0,Network
64,50197,5355,0,0.0,Network
84,58703,5355,0,7.0,Network
64,58703,5355,0,0.0,Network
84,50475,5355,0,48.0,Network
64,50475,5355,0,0.0,Network
84,50542,5355,0,0.0,Network
64,50542,5355,0,0.0,Network
146,10790,465,1,16.29,Email
150,546,547,0,89.29,Network
84,50097,5355,0,0.0,Network
64,50097,5355,0,0.0,Network
84,54429,5355,0,4.0,Network
64,54429,5355,0,0.5,Network
64,54150,5355,0,12.5,Network
64,62676,5355,0,0.0,Network
84,65145,5355,0,0.0,Network
64,65145,5355,0,0.0,Network
84,50708,5355,0,41.5,Network
64,50708,5355,0,0.5,Network
64,59571,5355,0,5.0,Network
64,54300,5355,0,0.0,Network
64,51628,5355,0,0.5,Network
84,51628,5355,0,0.5,Network
84,52322,5355,0,2.0,Network
64,52322,5355,0,0.0,Network
84,58884,5355,0,33.0,Network
64,58884,5355,0,0.5,Network
84,55477,5355,0,0.0,Network
64,55477,5355,0,0.5,Network
84,51529,5355,0,6.0,Network
64,51529,5355,0,0.0,Network
84,62308,5355,0,0.0,Network
64,62308,5355,0,0.0,Network
64,55331,5355,0,0.0,Network
84,55331,5355,0,42.0,Network
84,61559,5355,0,0.5,Network
64,61559,5355,0,0.0,Network
84,58875,5355,0,0.5,Network
64,58875,5355,0,0.0,Network
84,55017,5355,0,4.0,Network
64,55017,5355,0,0.0,Network
64,59828,5355,0,0.0,Network
84,52070,5355,0,0.0,Network
64,52070,5355,0,0.0,Network
64,62517,5355,0,0.0,Network
84,62517,5355,0,1.0,Network
64,56338,5355,0,0.5,Network
84,56338,5355,0,40.5,Network
84,64068,5355,0,0.0,Network
64,64068,5355,0,0.0,Network
64,50605,5355,0,0.0,Network
84,50605,5355,0,4.5,Network
84,62018,5355,0,1.0,Network
64,62018,5355,0,0.0,Network
64,62677,5355,0,103.5,Network
64,54281,5355,0,0.0,Network
64,53452,5355,0,6.5,Network
64,59886,5355,0,0.0,Network
64,59417,5355,0,0.0,Network
84,59417,5355,0,0.5,Network
84,50350,5355,0,0.0,Network
64,50350,5355,0,0.5,Network
92,137,137,0,85.33,System
64,57123,5355,0,29.5,Network
64,51491,5355,0,0.0,Network
64,60378,5355,0,42.0,Network
64,49477,5355,0,0.0,Network
84,63917,5355,0,0.0,Network
64,63917,5355,0,0.5,Network
84,65459,5355,0,16.5,Network
64,65459,5355,0,0.0,Network
64,49528,5355,0,87.0,Network
64,50653,5355,0,2.0,Network
141,10792,465,1,11.54,Email
64,49243,5355,0,4.5,Network
64,63600,5355,0,0.0,Network
64,63790,5355,0,0.5,Network
84,63790,5355,0,43.0,Network
64,61435,5355,0,0.0,Network
84,61435,5355,0,0.5,Network
243,138,138,0,16.0,System
84,52002,5355,0,0.5,Network
64,52002,5355,0,0.0,Network
64,62631,5355,0,0.0,Network
84,62631,5355,0,4.5,Network
698,64661,3702,0,24.0,Network
84,59039,5355,0,0.5,Network
64,59039,5355,0,0.0,Network
84,54849,5355,0,68.0,Network
64,54849,5355,0,0.0,Network
64,53036,5355,0,0.0,Network
84,53036,5355,0,0.0,Network
64,59334,5355,0,0.0,Network
84,59334,5355,0,1.5,Network
64,61625,5355,0,0.0,Network
84,61625,5355,0,0.0,Network
84,57846,5355,0,54.5,Network
64,57846,5355,0,0.0,Network
64,49834,5355,0,0.0,Network
84,49834,5355,0,0.0,Network
84,60250,5355,0,94.5,Network
64,60250,5355,0,0.0,Network
64,57961,5355,0,4.0,Network
64,54190,5355,0,0.0,Network
84,62340,5355,0,15.5,Network
64,62340,5355,0,0.0,Network
84,64820,5355,0,0.0,Network
64,64820,5355,0,0.0,Network
64,62366,5355,0,0.5,Network
84,62366,5355,0,0.0,Network
84,53967,5355,0,7.5,Network
64,53967,5355,0,0.0,Network
116,10794,993,1,12.75,Email
64,51132,5355,0,1.0,Network
64,56843,5355,0,0.0,Network
151,10796,465,1,10.24,Email
64,64755,5355,0,12.0,Network
64,55734,5355,0,7.5,Network
64,62335,5355,0,0.5,Network
84,62335,5355,0,10.0,Network
64,57820,5355,0,0.0,Network
84,57820,5355,0,0.5,Network
64,64638,5355,0,1.5,Network
64,55076,5355,0,0.5,Network
84,62131,5355,0,27.0,Network
64,62131,5355,0,0.0,Network
84,62546,5355,0,0.0,Network
64,62546,5355,0,0.0,Network
64,51136,5355,0,0.5,Network
84,51136,5355,0,59.0,Network
64,50058,5355,0,0.0,Network
84,50058,5355,0,0.0,Network
64,50180,5355,0,0.0,Network
84,50180,5355,0,0.0,Network
84,59263,5355,0,22.5,Network
64,59263,5355,0,0.5,Network
84,62187,5355,0,1.0,Network
64,62187,5355,0,0.0,Network
84,54481,5355,0,18.5,Network
64,54481,5355,0,0.0,Network
84,53503,5355,0,0.5,Network
64,53503,5355,0,0.0,Network
84,53067,5355,0,0.0,Network
64,53067,5355,0,0.5,Network
64,59731,5355,0,8.5,Network
64,52516,5355,0,0.0,Network
64,50287,5355,0,102.5,Network
64,53484,5355,0,0.0,Network
84,61630,5355,0,0.0,Network
64,61630,5355,0,0.0,Network
84,51765,5355,0,3.5,Network
64,51765,5355,0,0.5,Network
64,52644,5355,0,60.0,Network
64,49515,5355,0,0.5,Network
84,61230,5355,0,0.0,Network
64,61230,5355,0,0.0,Network
84,54084,5355,0,22.0,Network
64,54084,5355,0,0.0,Network
84,60118,5355,0,3.0,Network
64,60118,5355,0,0.0,Network
64,51340,5355,0,0.5,Network
84,51340,5355,0,0.5,Network
92,10798,993,1,20.76,Email
64,60681,5355,0,32.5,Network
64,64008,5355,0,0.0,Network
64,59182,5355,0,0.0,Network
84,59182,5355,0,0.5,Network
84,56474,5355,0,50.5,Network
64,56474,5355,0,0.0,Network
64,54821,5355,0,0.5,Network
84,54821,5355,0,26.0,Network
84,64977,5355,0,0.0,Network
64,64977,5355,0,0.0,Network
84,50664,5355,0,20.0,Network
64,50664,5355,0,0.0,Network
84,63685,5355,0,0.0,Network
64,63685,5355,0,0.5,Network
84,53387,5355,0,0.0,Network
64,53387,5355,0,0.0,Network
84,56317,5355,0,0.5,Network
64,56317,5355,0,0.5,Network
64,63660,5355,0,13.0,Network
64,49702,5355,0,3.0,Network
146,10800,465,1,17.8,Email
64,60733,5355,0,9.5,Network
64,56545,5355,0,0.5,Network
84,53610,5355,0,0.5,Network
64,53610,5355,0,0.0,Network
64,63087,5355,0,0.0,Network
84,63087,5355,0,2.5,Network
84,64021,5355,0,2.5,Network
64,64021,5355,0,0.5,Network
84,54970,5355,0,0.0,Network
64,54970,5355,0,0.0,Network
84,50575,5355,0,0.5,Network
64,50575,5355,0,0.0,Network
84,64490,5355,0,27.5,Network
64,64490,5355,0,0.0,Network
342,68,67,0,20.0,Network
64,64198,5355,0,52.5,Network
92,137,137,0,75.89,System
64,59564,5355,0,17.5,Network
64,56373,5355,0,0.0,Network
243,138,138,0,4.0,System
64,59257,5355,0,0.0,Network
84,59257,5355,0,0.0,Network
84,63724,5355,0,30.5,Network
64,63724,5355,0,0.0,Network
145,546,547,0,43.57,Network
174,50101,53,0,26.5,Network
180,59120,53,0,21.0,Network
174,55279,53,0,0.0,Network
145,10802,465,1,12.54,Email
174,50101,53,0,1.5,Network
180,59120,53,0,5.0,Network
174,55279,53,0,2.5,Network
84,62336,5355,0,0.0,Network
64,62336,5355,0,0.5,Network
84,54363,5355,0,8.0,Network
64,54363,5355,0,0.0,Network
64,52572,5355,0,34.5,Network
64,53257,5355,0,0.0,Network
64,52783,5355,0,5.0,Network
243,138,138,0,12.0,System
64,58175,5355,0,0.0,Network
84,58175,5355,0,0.0,Network
64,49445,5355,0,0.0,Network
84,49445,5355,0,4.0,Network
64,60391,5355,0,0.0,Network
84,60391,5355,0,0.0,Network
64,57677,5355,0,0.5,Network
84,57677,5355,0,0.5,Network
521,1900,1900,0,31.81,System
547,1900,1900,0,0.14,System
84,55671,5355,0,2.5,Network
64,55671,5355,0,0.0,Network
84,58966,5355,0,0.0,Network
64,58966,5355,0,0.0,Network
64,59398,5355,0,7.5,Network
64,52237,5355,0,0.5,Network
84,54450,5355,0,0.5,Network
64,54450,5355,0,0.0,Network
84,53513,5355,0,24.0,Network
64,53513,5355,0,0.0,Network
64,65500,5355,0,0.0,Network
84,65500,5355,0,9.0,Network
84,53330,5355,0,0.0,Network
64,53330,5355,0,0.5,Network
64,54123,5355,0,50.5,Network
64,50328,5355,0,0.5,Network
64,54154,5355,0,0.0,Network
84,54154,5355,0,0.0,Network
84,59085,5355,0,38.0,Network
64,59085,5355,0,0.5,Network
84,52697,5355,0,0.5,Network
64,52697,5355,0,0.0,Network
84,52727,5355,0,10.0,Network
64,52727,5355,0,0.0,Network
84,56130,5355,0,1.5,Network
64,56130,5355,0,0.0,Network
84,58377,5355,0,0.0,Network
64,58377,5355,0,0.5,Network
84,52184,5355,0,0.5,Network
64,52184,5355,0,0.5,Network
84,58541,5355,0,60.0,Network
64,58541,5355,0,0.0,Network
146,10804,465,1,20.66,Email
64,60006,5355,0,3.5,Network
64,52090,5355,0,0.5,Network
64,64297,5355,0,0.0,Network
84,64297,5355,0,0.0,Network
64,63520,5355,0,0.5,Network
84,63520,5355,0,4.0,Network
64,53977,5355,0,0.5,Network
84,53977,5355,0,0.5,Network
64,61226,5355,0,0.0,Network
84,61226,5355,0,12.5,Network
64,63016,5355,0,33.0,Network
64,60895,5355,0,0.5,Network
64,62009,5355,0,0.5,Network
84,62009,5355,0,0.5,Network
84,50451,5355,0,0.0,Network
64,50451,5355,0,0.0,Network
84,53389,5355,0,5.0,Network
64,53389,5355,0,0.0,Network
84,64587,5355,0,0.0,Network
64,64587,5355,0,0.0,Network
84,63195,5355,0,0.0,Network
64,63195,5355,0,0.0,Network
84,58843,5355,0,4.0,Network
64,58843,5355,0,0.5,Network
64,62560,5355,0,0.0,Network
84,62560,5355,0,13.0,Network
84,51506,5355,0,0.0,Network
64,51506,5355,0,0.0,Network
84,55546,5355,0,10.5,Network
64,55546,5355,0,0.0,Network
84,52804,5355,0,0.5,Network
64,52804,5355,0,0.0,Network
84,51417,5355,0,0.5,Network
64,51417,5355,0,0.0,Network
84,60906,5355,0,18.5,Network
64,60906,5355,0,0.0,Network
64,64973,5355,0,12.0,Network
64,61906,5355,0,0.0,Network
64,57583,5355,0,0.5,Network
84,57583,5355,0,0.5,Network
64,65292,5355,0,0.0,Network
84,65292,5355,0,21.5,Network
64,53597,5355,0,0.0,Network
84,53597,5355,0,0.5,Network
84,51130,5355,0,2.5,Network
64,51130,5355,0,0.0,Network
64,52093,5355,0,53.0,Network
64,55716,5355,0,0.0,Network
92,137,137,0,58.67,System
84,55110,5355,0,16.0,Network
64,55110,5355,0,0.5,Network
84,53464,5355,0,0.0,Network
64,53464,5355,0,0.0,Network
64,57421,5355,0,37.0,Network
64,61878,5355,0,3.5,Network
84,64620,5355,0,6.5,Network
64,64620,5355,0,0.0,Network
84,59932,5355,0,0.5,Network
64,59932,5355,0,0.0,Network
146,10806,465,1,13.29,Email
64,56018,5355,0,0.0,Network
84,56018,5355,0,0.0,Network
64,59225,5355,0,0.0,Network
84,59225,5355,0,15.5,Network
64,56683,5355,0,3.5,Network
64,58468,5355,0,0.0,Network
84,54617,5355,0,0.0,Network
84,51217,5355,0,12.5,Network
64,51217,5355,0,0.0,Network
64,54617,5355,0,0.0,Network
84,55197,5355,0,0.0,Network
64,55197,5355,0,0.0,Network
84,50807,5355,0,0.0,Network
64,50807,5355,0,0.5,Network
84,52200,5355,0,0.0,Network
64,52200,5355,0,1.0,Network
84,50924,5355,0,62.0,Network
64,50924,5355,0,0.0,Network
64,63044,5355,0,33.5,Network
64,55227,5355,0,0.0,Network
64,54083,5355,0,0.0,Network
84,54083,5355,0,0.0,Network
84,62924,5355,0,50.5,Network
64,62924,5355,0,0.0,Network
64,52541,5355,0,31.0,Network
64,51155,5355,0,0.0,Network
64,65127,5355,0,14.0,Network
64,57005,5355,0,0.0,Network
64,62695,5355,0,0.0,Network
84,62695,5355,0,3.0,Network
64,51369,5355,0,0.5,Network
84,51369,5355,0,0.0,Network
64,62555,5355,0,38.0,Network
64,50298,5355,0,5.0,Network
84,52524,5355,0,0.0,Network
64,52524,5355,0,0.5,Network
64,56551,5355,0,0.0,Network
84,56551,5355,0,38.5,Network
64,62819,5355,0,5.5,Network
64,63675,5355,0,0.5,Network
64,61994,5355,0,5.0,Network
64,50303,5355,0,0.0,Network
64,49438,5355,0,0.0,Network
84,49438,5355,0,0.0,Network
84,61354,5355,0,5.5,Network
64,61354,5355,0,0.0,Network
84,59406,5355,0,0.0,Network
84,55987,5355,0,18.0,Network
64,55987,5355,0,0.0,Network
64,59406,5355,0,0.0,Network
84,56234,5355,0,0.0,Network
64,56234,5355,0,0.0,Network
84,52401,5355,0,0.0,Network
64,52401,5355,0,0.5,Network
84,56354,5355,0,0.0,Network
64,56354,5355,0,0.0,Network
84,49870,5355,0,62.0,Network
64,49870,5355,0,0.5,Network
84,62480,5355,0,1.0,Network
64,62480,5355,0,0.0,Network
84,59017,5355,0,27.5,Network
64,59017,5355,0,0.0,Network
64,57214,5355,0,1.0,Network
64,60538,5355,0,0.0,Network
64,49920,5355,0,4.0,Network
64,65357,5355,0,0.5,Network
64,52714,5355,0,0.0,Network
84,52714,5355,0,0.0,Network
84,58619,5355,0,2.0,Network
64,58619,5355,0,0.0,Network
64,55293,5355,0,24.5,Network
64,57753,5355,0,0.0,Network
84,60457,5355,0,1.5,Network
64,60457,5355,0,0.0,Network
84,58663,5355,0,0.5,Network
64,58663,5355,0,0.0,Network
64,52056,5355,0,0.5,Network
84,52056,5355,0,29.0,Network
84,59951,5355,0,0.0,Network
64,59951,5355,0,0.0,Network
64,51581,5355,0,95.5,Network
64,62393,5355,0,0.5,Network
84,63639,5355,0,0.0,Network
64,63639,5355,0,0.0,Network
64,54975,5355,0,0.0,Network
84,54975,5355,0,0.25,Network
64,51974,5355,0,3.0,Network
64,50924,5355,0,0.0,Network
84,55855,5355,0,0.0,Network
64,55855,5355,0,0.0,Network
84,58203,5355,0,7.5,Network
64,58203,5355,0,0.0,Network
84,53367,5355,0,43.5,Network
64,53367,5355,0,0.0,Network
84,58940,5355,0,0.0,Network
64,58940,5355,0,0.5,Network
84,51178,5355,0,0.5,Network
64,51178,5355,0,0.0,Network
84,61132,5355,0,5.5,Network
64,61132,5355,0,0.0,Network
64,51613,5355,0,0.5,Network
84,51613,5355,0,61.5,Network
64,60100,5355,0,0.0,Network
84,60100,5355,0,0.0,Network
64,64318,5355,0,0.5,Network
84,64318,5355,0,22.5,Network
84,51917,5355,0,0.0,Network
64,51917,5355,0,0.5,Network
84,62551,5355,0,0.0,Network
84,64684,5355,0,20.0,Network
64,64684,5355,0,0.5,Network
64,62551,5355,0,0.0,Network
84,64394,5355,0,0.0,Network
64,64394,5355,0,0.0,Network
64,60110,5355,0,0.5,Network
84,60110,5355,0,0.0,Network
64,51676,5355,0,11.0,Network
64,55797,5355,0,0.5,Network
84,51495,5355,0,68.0,Network
64,51495,5355,0,0.5,Network
84,52034,5355,0,0.5,Network
64,52034,5355,0,0.0,Network
64,55602,5355,0,62.0,Network
64,52283,5355,0,0.5,Network
64,50652,5355,0,0.0,Network
84,50652,5355,0,0.0,Network
84,65431,5355,0,0.5,Network
64,65431,5355,0,0.0,Network
84,51831,5355,0,10.5,Network
64,51831,5355,0,0.0,Network
84,53432,5355,0,0.0,Network
64,53432,5355,0,0.5,Network
64,58349,5355,0,0.0,Network
84,58349,5355,0,116.0,Network
84,55511,5355,0,0.0,Network
64,55511,5355,0,0.0,Network
64,65064,5355,0,0.5,Network
64,62325,5355,0,0.0,Network
254,138,138,0,8.0,System
64,62569,5355,0,5.5,Network
64,63760,5355,0,0.0,Network
64,59590,5355,0,0.0,Network
84,59590,5355,0,9.5,Network
84,64026,5355,0,0.5,Network
64,64026,5355,0,0.0,Network
64,58593,5355,0,7.5,Network
64,56829,5355,0,0.5,Network
64,62902,5355,0,0.5,Network
84,62902,5355,0,1.5,Network
84,64924,5355,0,0.0,Network
64,64924,5355,0,0.0,Network
64,65473,5355,0,10.0,Network
64,62748,5355,0,0.0,Network
64,63994,5355,0,0.0,Network
64,63549,5355,0,0.5,Network
84,63549,5355,0,14.0,Network
84,65101,5355,0,0.0,Network
64,65101,5355,0,0.5,Network
64,57058,5355,0,1.0,Network
64,50784,5355,0,0.5,Network
90,10745,993,1,19.67,Email
84,55738,5355,0,12.0,Network
64,55738,5355,0,0.5,Network
64,56054,5355,0,0.0,Network
84,56054,5355,0,0.0,Network
84,56309,5355,0,0.5,Network
64,56309,5355,0,0.0,Network
84,62294,5355,0,6.0,Network
64,62294,5355,0,0.0,Network
64,51383,5355,0,0.0,Network
84,51383,5355,0,0.0,Network
64,55016,5355,0,1.0,Network
84,55016,5355,0,12.0,Network
84,60326,5355,0,0.0,Network
64,60326,5355,0,0.0,Network
64,60276,5355,0,0.0,Network
84,60276,5355,0,26.0,Network
64,49617,5355,0,25.0,Network
64,52742,5355,0,0.0,Network
64,54932,5355,0,0.5,Network
84,54932,5355,0,48.0,Network
64,53490,5355,0,0.0,Network
84,53490,5355,0,0.0,Network
84,58394,5355,0,0.0,Network
64,58394,5355,0,0.5,Network
64,54223,5355,0,0.0,Network
84,54223,5355,0,98.5,Network
64,54521,5355,0,0.5,Network
84,54521,5355,0,0.0,Network
64,63910,5355,0,0.0,Network
84,63910,5355,0,25.5,Network
64,58827,5355,0,46.0,Network
64,51385,5355,0,0.0,Network
64,60761,5355,0,11.5,Network
64,57081,5355,0,0.5,Network
64,62773,5355,0,0.0,Network
84,62773,5355,0,0.0,Network
84,58611,5355,0,20.5,Network
64,58611,5355,0,0.0,Network
84,61322,5355,0,23.0,Network
64,61322,5355,0,0.5,Network
84,57618,5355,0,0.0,Network
64,57618,5355,0,0.0,Network
84,52326,5355,0,0.0,Network
64,52326,5355,0,0.0,Network
84,49431,5355,0,145.0,Network
64,49431,5355,0,0.5,Network
64,56971,5355,0,20.5,Network
64,56411,5355,0,0.5,Network
64,57477,5355,0,66.0,Network
64,63911,5355,0,0.0,Network
84,61624,5355,0,55.5,Network
64,61624,5355,0,0.0,Network
64,59448,5355,0,0.5,Network
84,59448,5355,0,0.0,Network
64,63635,5355,0,57.0,Network
64,55737,5355,0,0.5,Network
151,10808,465,1,16.94,Email
64,51379,5355,0,17.5,Network
64,49932,5355,0,0.0,Network
64,52224,5355,0,125.0,Network
64,61232,5355,0,0.5,Network
64,63932,5355,0,6.25,Network
64,56156,5355,0,0.5,Network
84,56084,5355,0,11.0,Network
64,56084,5355,0,0.0,Network
84,50098,5355,0,0.0,Network
64,50098,5355,0,0.0,Network
64,50466,5355,0,29.5,Network
64,65173,5355,0,0.0,Network
84,57772,5355,0,0.0,Network
64,57772,5355,0,0.0,Network
84,51264,5355,0,3.0,Network
64,51264,5355,0,0.0,Network
64,56119,5355,0,0.0,Network
84,56119,5355,0,5.0,Network
84,56030,5355,0,0.0,Network
64,56030,5355,0,1.0,Network
64,56733,5355,0,0.5,Network
84,56733,5355,0,12.5,Network
64,52776,5355,0,0.0,Network
84,52776,5355,0,0.0,Network
64,55204,5355,0,3.0,Network
64,64245,5355,0,0.0,Network
64,59107,5355,0,0.5,Network
84,59107,5355,0,0.0,Network
84,62958,5355,0,11.5,Network
64,62958,5355,0,0.0,Network
64,54240,5355,0,45.0,Network
64,64820,5355,0,0.0,Network
84,54265,5355,0,86.0,Network
64,54265,5355,0,0.0,Network
84,56650,5355,0,0.0,Network
64,56650,5355,0,0.0,Network
64,57781,5355,0,2.0,Network
64,65178,5355,0,0.5,Network
64,56716,5355,0,40.5,Network
64,56196,5355,0,0.0,Network
64,54781,5355,0,6.5,Network
64,57407,5355,0,0.0,Network
84,51715,5355,0,19.5,Network
64,51715,5355,0,0.0,Network
84,55904,5355,0,0.0,Network
64,55904,5355,0,0.0,Network
64,55301,5355,0,2.0,Network
64,54216,5355,0,0.0,Network
64,58885,5355,0,30.5,Network
64,51270,5355,0,0.5,Network
64,64516,5355,0,25.0,Network
64,59872,5355,0,0.0,Network
64,57619,5355,0,24.5,Network
64,59745,5355,0,0.0,Network
84,64531,5355,0,0.0,Network
64,64531,5355,0,0.5,Network
84,61655,5355,0,53.0,Network
64,61655,5355,0,0.5,Network
64,50839,5355,0,0.0,Network
84,50839,5355,0,53.0,Network
84,62848,5355,0,0.0,Network
64,62848,5355,0,0.5,Network
84,55826,5355,0,31.5,Network
64,55826,5355,0,0.5,Network
84,61255,5355,0,0.0,Network
64,61255,5355,0,0.5,Network
64,65027,5355,0,0.0,Network
64,64762,5355,0,18.0,Network
84,52173,5355,0,22.5,Network
64,52173,5355,0,0.0,Network
84,52061,5355,0,0.0,Network
64,52061,5355,0,0.0,Network
64,62239,5355,0,8.0,Network
64,54346,5355,0,0.5,Network
84,64218,5355,0,0.0,Network
64,64218,5355,0,0.0,Network
64,53963,5355,0,0.0,Network
84,53963,5355,0,3.5,Network
146,10810,465,1,21.03,Email
64,64618,5355,0,0.5,Network
84,64618,5355,0,74.5,Network
84,54664,5355,0,0.5,Network
64,54664,5355,0,0.0,Network
84,65532,5355,0,63.0,Network
64,65532,5355,0,0.5,Network
84,60317,5355,0,0.0,Network
64,60317,5355,0,0.0,Network
84,56608,5355,0,7.0,Network
64,56608,5355,0,0.5,Network
84,59936,5355,0,6.5,Network
64,59936,5355,0,0.0,Network
64,63579,5355,0,0.5,Network
84,63579,5355,0,0.0,Network
84,62876,5355,0,0.0,Network
64,62876,5355,0,0.0,Network
64,57044,5355,0,0.5,Network
84,57044,5355,0,14.0,Network
64,52855,5355,0,0.0,Network
64,64657,5355,0,14.0,Network
64,60132,5355,0,0.5,Network
84,60132,5355,0,0.0,Network
64,54812,5355,0,0.0,Network
84,54812,5355,0,6.0,Network
64,61164,5355,0,9.5,Network
64,55004,5355,0,0.5,Network
84,57672,5355,0,14.0,Network
64,57672,5355,0,0.0,Network
84,52768,5355,0,0.0,Network
64,52768,5355,0,0.0,Network
84,50569,5355,0,0.0,Network
64,50569,5355,0,0.0,Network
84,57478,5355,0,29.0,Network
64,57478,5355,0,0.5,Network
243,138,138,0,1.0,System
64,65351,5355,0,1.0,Network
64,50360,5355,0,0.0,Network
